time_ns,Omega_x_rad_per_ns,Omega_y_rad_per_ns
4.354166666667e+01,1.270942168305e-02,-5.847936974190e-04
4.395833333333e+01,1.157335739727e-02,-3.952335365472e-04
4.437500000000e+01,1.059760008578e-02,-3.214008055149e-04
4.479166666667e+01,9.708872587235e-03,-3.847974365877e-04
4.520833333333e+01,8.831587535575e-03,-5.773944664393e-04
4.562500000000e+01,7.903193671816e-03,-8.619218024747e-04
4.604166666667e+01,6.887467780197e-03,-1.178810685806e-03
4.645833333333e+01,5.782632813144e-03,-1.458472230773e-03
4.687500000000e+01,4.622237902249e-03,-1.636331206235e-03
4.729166666667e+01,3.468298566809e-03,-1.667328986965e-03
4.770833333333e+01,2.397920106915e-03,-1.536638647161e-03
4.812500000000e+01,1.486123036940e-03,-1.264107195700e-03
4.854166666667e+01,7.885098308393e-04,-9.012917748269e-04
4.895833333333e+01,3.275362180849e-04,-5.215883576814e-04
4.937500000000e+01,8.543580372306e-05,-2.054948392200e-04
4.979166666667e+01,5.442679242094e-06,-2.415398062949e-05
